sample,chr13_ref100,chr13_ref200,chr13_ref500,chr13_ref1000,chr18_ref100,chr18_ref200,chr18_ref500,chr18_ref1000,chr21_ref100,chr21_ref200,chr21_ref500,chr21_ref1000
23PC2467_042,0.250190435043558,-1.20695834694412,-2.6641071289318,-1.93553273793796,0.00021357548463206,-0.338705143764744,-0.67762386301412,-0.508164503389432,1.12304363267467,-1.04486351434884,-3.21277066137234,-2.12881708786059
24PC0042_040,0.050834105011455,-0.249536241238639,-0.549906587488732,-0.399721414363685,-0.905060846811432,-0.553158892244699,-0.201256937677966,-0.377207914961332,-0.210384193375518,-0.125189509439094,-0.039994825502669,-0.0825921674708813
24PC0063_016,-0.136653598928376,-1.46518492940026,-2.79371625987214,-2.1294505946362,-1.04024114735272,-0.996169280503266,-0.952097413653813,-0.97413334707854,0.675177383961796,0.144205731574453,-0.386765920812891,-0.121280094619219
24PC0074_028,0.38636557591573,-0.591868262851313,-1.57010210161836,-1.08098518223483,0.384159756390217,0.755369996885362,1.12658023738051,0.940975117132934,13.7923641988322,12.1117290579318,10.4310939170313,11.2714114874816
24PC0132_008,-0.335983070788449,-0.210338488142356,-0.0846939054962623,-0.147516196819309,1.53144298126441,1.09914830924164,0.666853637218866,0.883000973230251,0.888189597294106,-0.381519353975616,-1.65122830524534,-1.01637382961048
24PC0199_025,-0.603776308964578,-1.17839585219332,-1.75301539542205,-1.46570562380769,-2.63082890656923,-2.50421213781445,-2.37759536905968,-2.44090375343707,15.1263947558484,14.4629751107152,13.7995554655819,14.1312652881485
24PC0217_045,8.61478672031065,8.0845638586468,7.55434099698294,7.81945242781487,-1.5646086445259,-0.988825685391144,-0.413042726256393,-0.700934205823769,-0.151246173349359,-0.14139095673431,-0.131535740119261,-0.136463348426785
24PC0223_003,0.642212780498829,-0.440379631582609,-1.52297204366405,-0.981675837623328,-0.575404476747322,-0.110497622184747,0.354409232377828,0.121955805096541,-1.52956435715137,-1.73888396915436,-1.94820358115735,-1.84354377515585
24PC0860_019,1.32932373044597,0.229864181557728,-0.86959536733051,-0.319865592886391,0.725351419446973,0.86056667133617,0.995781923225368,0.928174297280769,1.11158425012697,1.14668024096756,1.18177623180816,1.16422823638786
24PC0911_027,0.917540630911176,0.273782258212196,-0.369976114486784,-0.048096928137294,-0.596482824221669,-0.32730728637596,-0.0581317485302522,-0.192719517453106,14.8013283145992,13.5135307115339,12.2257331084685,12.8696319100012
24PC0992_022,-0.876822766479676,-1.07486199457604,-1.2729012226724,-1.17388160862422,-0.129422398814527,-0.146055861446167,-0.162689324077806,-0.154372592761986,-1.01703122650299,-0.685951953876813,-0.354872681250633,-0.520412317563723
24PC1054_047,1.70650538088344,0.979410621552367,0.252315862221293,0.61586324188683,-0.591018553677602,-0.531983287810676,-0.47294802194375,-0.502465654877213,1.74804910656891,0.700723932921578,-0.346601240725752,0.177061346097913
24PC1226_015,-1.49055106713903,-1.57427553783497,-1.6580000085309,-1.61613777318294,-0.12507742574718,0.247747851922144,0.620573129591469,0.434160490756807,0.113848518558703,-0.272239624880776,-0.658327768320256,-0.465283696600516
24PC1227_016,1.87811299439758,1.77776987352618,1.67742675265477,1.72759831309047,0.541636007939229,0.645199400417338,0.748762792895447,0.696981096656393,0.482276317603827,0.507251248202217,0.532226178800606,0.519738713501411
24PC1234_032,-1.31829898203536,-1.14704994548358,-0.975800908931799,-1.06142542720769,-1.16647298947287,-0.589049731689599,-0.0116264739063321,-0.300338102797966,-0.587037817226383,-0.655675159887058,-0.724312502547734,-0.689993831217396
24PC1240_038,-1.06510730362335,-1.47008912153393,-1.87507093944451,-1.67258003048922,-0.321008401592138,-0.153168924448109,0.0146705526959205,-0.0692491858760942,-0.0744353733014574,0.275079961435158,0.624595296171774,0.449837628803466
24PC1249_002,1.26392877816529,0.559738286232419,-0.144452205700449,0.207643040265985,-1.32263471275343,-0.621018854650323,0.0805970034527861,-0.270210925598769,1.50541850421024,1.76508379392703,2.02474908364382,1.89491643878543
24PC1255_007,2.33951289399079,1.34105753992114,0.3426021858515,0.841829862886322,1.85443887126296,1.45437977631725,1.05432068137153,1.25435022884439,-0.713181058505051,-0.253020071464832,0.207140915575387,-0.0229395779447225
24PC1273_031,3.06299832529592,2.60668350612906,2.1503686869622,2.37852609654563,-2.01072497622257,-1.48286478137952,-0.955004586536459,-1.21893468395799,-0.658787475262493,0.229113372185816,1.11701421963413,0.673063795909971
24PC1286_044,0.642892406465131,-0.035648224438085,-0.714188855341301,-0.374918539889693,-0.171494503483074,-0.194026185379331,-0.216557867275589,-0.20529202632746,-0.343540421337485,0.0206740888037612,0.384888598945007,0.202781343874384
24PC1304_022,0.539034476771048,0.0801974065107066,-0.378639663749635,-0.149221128619464,-0.512007573011532,-0.661256728550528,-0.810505884089523,-0.735881306320026,0.0182698040811184,-0.021312337932426,-0.0608944799459704,-0.0411034089391982
24PC1311_029,1.3185605476245,1.08661011943758,0.854659691250658,0.970634905344119,-0.201428891809871,-0.113029882005449,-0.0246308722010268,-0.0688303771032378,0.546773807873785,0.609634635668826,0.672495463463867,0.641065049566346
24PC1312_030,-0.891512726604053,-0.893573715934799,-0.895634705265544,-0.894604210600172,-1.99760681408383,-1.27109442312506,-0.544582032166291,-0.907838227645677,0.553141943836393,0.731995786037258,0.910849628238122,0.82142270713769
24PC1332_005,2.05657889625432,1.35243037465579,0.648281853057251,1.00035611385652,-0.750268974023407,-0.0878742253326326,0.574520523358142,0.243323149012755,-0.618977825124268,-0.190913426092026,0.237150972940216,0.0231187734240952
24PC1334_007,-1.46130340587888,-1.40281152450795,-1.34431964313702,-1.37356558382248,-0.650904373360927,-0.398237697085573,-0.145571020810219,-0.271904358947896,22.4864286355195,21.0470173697373,19.6076061039552,20.3273117368462
24PC1353_033,0.518735821241076,0.357622859677997,0.196509898114917,0.277066378896457,1.54834176366681,1.36170096031982,1.17506015697284,1.26838055864633,-0.739704401248723,-0.171100736364871,0.397502928518981,0.113201096077055
24PC1386_022,0.00611597597605172,-0.440431856415629,-0.88697968880731,-0.66370577261147,1.46356559585453,1.87006260683363,2.27655961781272,2.07331111232318,1.4011148410879,1.50861579294241,1.61611674479693,1.56236626886967
24PC1387_023,0.777027866597751,0.602776250535409,0.428524634473067,0.515650442504238,-0.989757954794941,-0.955843251186739,-0.921928547578536,-0.938885899382637,0.939691290827963,1.1859461283049,1.43220096578184,1.30907354704337
24PC1396_035,-0.570289514882863,-0.808215924568968,-1.04614233425507,-0.92717912941202,-1.29104102214264,-1.23169536801165,-1.17234971388066,-1.20202254094615,0.363075527952039,1.12968488030692,1.89629423266179,1.51298955648435
24PC1424_015,-0.600981733990138,-0.940247052912452,-1.27951237183476,-1.10987971237361,-0.625182390524198,-0.497111563843806,-0.369040737163413,-0.433076150503609,-0.0860627438212613,0.00644625321503894,0.0989552502513391,0.052700751733189
24PC1435_027,-0.157963668881156,-0.521501142656098,-0.885038616431039,-0.703269879543568,-1.59340145693866,-0.890962388511307,-0.188523320083955,-0.539742854297631,-0.176186608335605,0.730046866705717,1.63628034174704,1.18316360422638
24PC1445_041,-1.76926240915801,-2.40491139675272,-3.04056038434743,-2.72273589055007,0.282406800038195,0.364104556458544,0.445802312878893,0.404953434668718,-4.55979679815845,-4.26896002918956,-3.97812326022066,-4.12354164470511
24PC1477_030,-1.3039964433996,-0.894827565319426,-0.485658687239257,-0.690243126279342,-2.64796537933697,-1.92546912839175,-1.20297287744653,-1.56422100291914,0.286534698879916,-0.0537344041142681,-0.394003507108452,-0.22386895561136
24PC1478_031,-0.273043497546068,-0.595370012682212,-0.917696527818357,-0.756533270250285,-0.221215746539942,-0.176844117286161,-0.132472488032379,-0.15465830265927,-0.873600971259996,-0.508472023187377,-0.143343075114758,-0.325907549151068
24PC1546_017,-0.495786686512533,-0.20811872811101,0.0795492302905135,-0.0642847489102481,-1.91008601984527,-2.08100820244531,-2.25193038504536,-2.16646929374534,0.9850311881708,1.60207203000956,2.21911287184833,1.91059245092895
24PC1552_024,-0.778468984504454,-0.892569051006352,-1.00666911750825,-0.949619084257301,0.706381846256536,0.679927131843137,0.653472417429738,0.666699774636437,1.14583035415539,1.44275922519882,1.73968809624225,1.59122366072054
24PC1573_006,1.27450374110251,1.5149283342754,1.75535292744828,1.63514063086184,-0.11023958753134,0.144999792503708,0.400239172538757,0.272619482521233,-1.2288940410284,-0.745197776486131,-0.261501511943867,-0.503349644214999
24PC1574_007,0.588047192116008,0.335248625886851,0.0824500596576953,0.208849342772273,1.36116607298519,1.32490754704059,1.28864902109598,1.30677828406829,-0.115154689308826,0.0629347561983222,0.241024201705471,0.151979478951896
24PC1588_022,-0.741485150192756,-0.696485544788747,-0.651485939384738,-0.673985742086743,-1.52187399579538,-0.976816917664498,-0.431759839533615,-0.704288378599056,29.219478183119,27.2053396843068,25.1912011854946,26.1982704349007
24PC1601_041,-1.00507500255721,-1.49374655821309,-1.98241811386898,-1.73808233604104,-2.84933895311287,-2.49981027108145,-2.15028158905003,-2.32504593006574,0.916474817594646,1.51057512483736,2.10467543208007,1.80762527845872
24PC1604_044,1.48261575500094,0.766768623785909,0.0509214925708768,0.408845058178393,-0.383630003893197,-0.490295297069068,-0.596960590244939,-0.543627943657003,0.0299268064669773,0.439504970856216,0.849083135245455,0.644294053050836
24PC1609_001,-0.0728427818891725,-0.230375508482993,-0.387908235076814,-0.309141871779903,-0.554412808001805,-0.524208914969589,-0.494005021937373,-0.509106968453481,0.800802664719204,0.720065567329834,0.639328469940464,0.679697018635149
24PC1754_032,-0.0334479664035422,-0.604660627283545,-1.17587328816355,-0.890266957723547,0.766585897216176,0.862166107571512,0.957746317926847,0.90995621274918,0.05677341262424,0.550129668887732,1.04348592515122,0.796807797019477
24PC1774_005,1.90319274340219,1.21113150572015,0.519070268038116,0.865100886879133,-0.829297634325354,-0.923022927767464,-1.01674822120957,-0.969885574488519,0.923839432939023,0.514105594083796,0.104371755228569,0.309238674656183
24PC1817_009,2.82025335440302,2.06663289047195,1.31301242654088,1.68982265850642,2.165798293107,1.69040524838694,1.21501220366689,1.45270872602691,0.882158858367697,0.48238268611029,0.0826065138528842,0.282494599981587
24PC1826_020,0.0736481218635371,-0.822724099084989,-1.71909632003351,-1.27091020955925,0.197274082126478,-0.218308472047631,-0.633891026221741,-0.426099749134686,-0.881248915595153,-0.734162140402188,-0.587075365209224,-0.660618752805706
24PC1829_023,2.01837802939909,1.36472952751944,0.711081025639788,1.03790527657961,1.52409361773101,0.724038345255175,-0.0760169272206561,0.324010709017259,1.67961918065916,1.1638021461679,0.647985111676631,0.905893628922263
24PC1834_028,0.998548573601034,-0.0813062360962813,-1.1611610457936,-0.621233640944939,0.0186325105488071,0.150281657270216,0.281930803991625,0.216106230630921,-0.76192885882843,-1.06207566868288,-1.36222247853733,-1.2121490736101
24PC1864_019,0.0808446808992384,-0.0748500767705184,-0.230544834440275,-0.152697455605397,-0.420433766135751,-0.387023447090365,-0.353613128044979,-0.370318287567672,-0.749937886448446,-1.00137060044554,-1.25280331444263,-1.12708695744409
24PC1869_024,-1.45642243505972,-1.6579411629871,-1.85945989091448,-1.75870052695079,-0.997811886773455,-0.648469224267984,-0.299126561762514,-0.473797893015249,0.0278435384009479,0.38422972623617,0.740615914071393,0.562422820153781
24PC1876_041,0.302567868817698,0.0093447540454115,-0.283878360726875,-0.137266803340732,1.6846801976684,1.25584398050769,0.827007763346978,1.04142587192733,-1.11653122862554,-0.992116844886051,-0.867702461146567,-0.929909653016309
24PC1888_005,0.955168330011206,0.383606377856464,-0.187955574298278,0.097825401779093,0.956649072587326,1.12165904883251,1.28666902507769,1.2041640369551,-0.214567545260571,0.158347424979724,0.53126239522002,0.344804910099872
24PC1906_032,1.71397726523401,1.0583139925422,0.402650719850401,0.730482356196302,-0.128513708652882,-0.00678236083550021,0.114948986981881,0.0540833130731905,1.19601592725314,1.11764082084018,1.03926571442721,1.07845326763369
24PC1908_034,1.58414570532783,1.52461218659774,1.46507866786765,1.4948454272327,-1.26217134627959,-0.971964385976024,-0.681757425672463,-0.826860905824244,-2.36335250759172,-1.42214725642183,-0.480942005251948,-0.951544630836891
24PC1948_034,1.25564900377729,1.09660693589839,0.937564868019499,1.01708590195895,-0.72194446400152,-0.831211159966443,-0.940477855931366,-0.885844507948905,-0.057411193004027,0.523832000345089,1.10507519369421,0.814453597019647
24PC1998_043,1.24921453415813,0.497676059917788,-0.253862414322557,0.121906822797616,-0.729412413077384,-0.364444876210394,0.000522660656595342,-0.181961107776899,-1.00476921970987,-1.03728703123967,-1.06980484276947,-1.05354593700457
24PC2035_034,0.722502041153185,0.0238281675015031,-0.674845706150178,-0.325508769324338,-0.0132950064440918,0.329651735305527,0.672598477055146,0.501125106180337,-0.0879926485795312,0.414125216976198,0.916243082531927,0.665184149754062
24PC2041_040,0.528214942325091,-0.10025766774382,-0.728730277812731,-0.414493972778276,1.48752441496124,1.52733817605746,1.56715193715368,1.54724505660557,-0.245252699895236,0.0692315657227869,0.38371583134081,0.226473698531798
24PC2057_008,-0.92557858784543,-1.80615249861808,-2.68672640939074,-2.24643945400441,-1.12498964693685,-0.539643862773833,0.0457019213891825,-0.246970970692325,1.28942408528286,1.04639421401527,0.803364342747687,0.924879278381481
24PC2081_006,10.7152276657887,10.5527398807359,10.390252095683,10.4714959882094,-1.26483358963695,-0.783326401411418,-0.301819213185887,-0.542572807298652,-1.29996829687389,-0.723336519826175,-0.146704742778459,-0.435020631302317
24PC2106_045,-0.316236654233505,-1.24219438497099,-2.16815211570847,-1.70517325033973,0.460927760205981,0.46229387637024,0.463659992534498,0.462976934452369,12.7935191897575,12.0129641277242,11.2324090656908,11.6226865967075
24PC2146_038,1.8193383793769,2.19091249415432,2.56248660893175,2.37669955154304,1.78977942011281,1.83506757083596,1.88035572155911,1.85771164619754,-0.576820936819164,0.237374570005759,1.05157007683068,0.644472323418221
24PC2148_040,-0.601807806068636,-1.07640010924024,-1.55099241241185,-1.31369626082605,0.597658878913549,0.961653986968064,1.32564909502258,1.14365154099532,1.09520218052432,1.43701377435789,1.77882536819146,1.60791957127467
24PC2207_021,-1.55832265404942,-1.55301348652857,-1.54770431900772,-1.55035890276815,-0.00617497549434499,-0.116182158802198,-0.226189342110051,-0.171185750456125,0.29381190528122,0.576690658337371,0.859569411393523,0.718130034865447
24PC2213_032,-0.200367595701657,-0.462461674649675,-0.724555753597693,-0.593508714123684,-2.04197770636231,-1.68150285950507,-1.32102801264782,-1.50126543607644,8.19588699063798,8.2955981691282,8.39530934761842,8.34545375837331
24PC2216_032,1.12406866315473,0.682560239314755,0.241051815474783,0.461806027394769,-0.0668917532208656,0.620740413209149,1.30837257963916,0.964556496424156,-0.71676225235384,-0.483932876787449,-0.251103501221058,-0.367518189004254
24PC2222_038,0.00458715469909841,-0.119716766501696,-0.24402068770249,-0.181868727102093,-0.787092079921679,-0.0363709860673998,0.71435010778688,0.33898956085974,-0.846261357740569,0.151131338814561,1.14852403536969,0.649827687092126
24PC2226_042,-0.0895794785815464,-0.535504565597646,-0.981429652613745,-0.758467109105695,-1.30533103877061,-0.823353219475867,-0.341375400181121,-0.582364309828494,-1.35155837501505,-0.886576239606052,-0.421594104197053,-0.654085171901553
24PC2234_006,0.164948011931234,-0.195709867309753,-0.556367746550741,-0.376038806930247,-0.0957176459479138,0.0486091618832302,0.192935969714374,0.120772565798802,-0.78901697893857,-0.392658215582329,0.00370054777391171,-0.194478833904209
24PC2236_008,0.203419207944976,-0.476509811498761,-1.1564388309425,-0.81647432122063,0.0434691408007972,0.138446848098735,0.233424555396674,0.185935701747704,0.99995273615835,1.49913642836279,1.99832012056723,1.74872827446501
24PC2281_014,0.391603735554973,0.633036349865631,0.87446896417629,0.75375265702096,-0.0686002026214061,0.235873802985422,0.540347808592251,0.388110805788837,-0.889905435338492,-0.216474109265126,0.456957216808241,0.120241553771558
24PCP093_024,0.851070824943913,0.0833636838652591,-0.684343457213394,-0.300489886674068,-0.801685602518784,-0.0748312715818144,0.652023059355156,0.288595893886671,-0.985014057821504,-0.0892511516982164,0.806511754425071,0.358630301363427
24PCP130_012,1.87793243096402,0.949525052013089,0.0211176730621536,0.485321362537621,0.867516350561025,1.30809093861557,1.74866552667012,1.52837823264285,-0.030912796895639,0.158295533022752,0.347503862941143,0.252899697981947
24PCP133_043,-0.062636667814209,-0.259535382548372,-0.456434097282535,-0.357984739915453,-0.692397947185563,0.0952341182038423,0.882866183593247,0.489050150898545,-1.2259654365837,-0.690642019079666,-0.155318601575632,-0.422980310327649
24PCP146_030,0.872884086946272,0.0960183763721054,-0.680847334202062,-0.292414478914978,-0.223234309801947,0.209365208716069,0.641964727234085,0.425664967975077,-1.01137953323443,-1.05448397091391,-1.09758840859338,-1.07603618975364
24PCP171_032,1.00693714537151,0.249583382537804,-0.507770380295906,-0.129093498879051,0.176982002391618,0.746379588886321,1.31577717538102,1.03107838213367,-1.13716191071884,-0.787383033245399,-0.437604155771956,-0.612493594508678
24PCP202_015,0.539805583593084,0.0721869693076822,-0.39543164497772,-0.161622337835019,-0.618694425375969,-0.423202069176826,-0.227709712977684,-0.325455891077255,0.276501167223071,0.444370994465336,0.612240821707601,0.528305908086468
24PCP206_003,0.712267547894906,0.533925795826718,0.35558404375853,0.444754919792624,1.4127812566885,2.10994778174095,2.80711430679341,2.45853104426718,0.408324330548999,1.0599911941959,1.7116580578428,1.38582462601935
24PCP207_013,1.15899856556989,0.538968012347752,-0.0810625408743888,0.228952735736682,-0.380592140022292,0.671068828759476,1.72272979754124,1.19689931315036,-0.374366589073753,0.13401616121648,0.642398911506714,0.388207536361597
24PCP219_046,1.37767801037535,0.385268293175015,-0.607141424025321,-0.110936565425153,0.285206502272428,0.601356558042973,0.917506613813518,0.759431585928246,0.200891142091715,0.700828426939278,1.20076571178684,0.95079706936306
25PC0016_004,-0.141932248200375,-0.743522044859869,-1.34511184151936,-1.04431694318962,-0.734093214382769,-0.255052497475176,0.223988219432416,-0.0155321390213802,0.340822842353704,1.05074808315468,1.76067332395566,1.40571070355517
25PC0018_006,1.02708632239724,0.351669641950307,-0.323747038496622,0.0139613017268425,0.418162341960651,0.361879722241938,0.305597102523224,0.333738412382581,-0.666357108523968,0.608847458963811,1.88405202645159,1.2464497427077
25PC0045_021,-0.368281373701697,-0.536037881473355,-0.703794389245013,-0.619916135359184,-2.19213255290431,-2.001500730838,-1.81086890877168,-1.90618481980484,-0.71700689677665,-0.114040257364294,0.488926382048063,0.187443062341885
25PC0050_027,0.0380448783106954,-0.419469241439286,-0.876983361189268,-0.648226301314277,-0.35249149678615,0.497056191612699,1.34660388001155,0.921830035812123,0.717624418485923,1.05598253291568,1.39434064734544,1.22516159013056
25PC0059_041,-2.520963015564,-3.22986376000844,-3.93876450445288,-3.58431413223066,-1.73221461475821,-1.54806935059246,-1.3639240864267,-1.45599671850958,-0.899343143318355,-0.186616214849857,0.526110713618641,0.169747249384392
25PC0074_006,-0.0436358892157185,-0.887423643367285,-1.73121139751885,-1.30931752044307,-1.06831151702684,-1.16187256646232,-1.25543361589781,-1.20865309118006,0.286264885675732,-0.0844423832144072,-0.455149652104546,-0.269796017659477
25PC0086_022,1.46714684134742,0.734692038079324,0.00223723481122495,0.368464636445275,-0.887923391954884,-1.28377311679476,-1.67962284163463,-1.48169797921469,-0.955627033985648,-0.843041175722914,-0.730455317460179,-0.786748246591546
25PC0088_024,0.471829697430287,-0.182595377122713,-0.837020451675713,-0.509807914399213,-0.867697932162681,-1.1418613271991,-1.41602472223552,-1.27894302471731,-0.399740776953998,-0.83468989264312,-1.26963900833224,-1.05216445048768
25PC0106_002,18.1963245061162,17.3422875035673,16.4882505010184,16.9152690022928,-1.38463431332343,-1.47244479117983,-1.56025526903622,-1.51635003010802,-0.288035070818895,-0.55557816631351,-0.823121261808126,-0.689349714060818
25PC0125_022,1.52911550633208,1.16989056645948,0.810665626586876,0.990278096523176,0.307424890598141,0.470829965358126,0.634235040118111,0.552532502738118,1.65324906049129,1.92896679552249,2.2046845305537,2.0668256630381
25PC0135_032,-0.254703002757775,-0.528011379948422,-0.801319757139069,-0.664665568543746,0.85903103233649,0.86308032041131,0.867129608486131,0.86510496444872,-1.01352258557709,0.101458797256772,1.21644018009064,0.658949488673704
25PC0163_020,0.967953613378986,0.370852573449547,-0.226248466479893,0.072302053484827,-0.689974906541651,-0.742868568316592,-0.795762230091532,-0.769315399204062,0.367709775632302,0.365015343558591,0.36232091148488,0.363668127521736
25PC0194_008,-1.04762002600927,-1.10488441382112,-1.16214880163297,-1.13351660772705,-2.96512927857457,-2.75394752599784,-2.54276577342112,-2.64835664970948,0.735092492993438,0.714495110427314,0.69389772786119,0.704196419144252
25PC0204_019,1.20121161551507,0.403305510797001,-0.394600593921067,0.00435245843796711,1.29100488780624,1.18543800844056,1.07987112907488,1.13265456875772,1.357844848404,0.806555888066207,0.255266927728417,0.530911407897312
25PC0217_037,-0.541137264411109,-0.650680671548124,-0.760224078685139,-0.705452375116632,-0.562839327860323,-0.307879935820134,-0.0529205437799456,-0.18040023980004,-0.0464923439956913,0.352426222545231,0.751344789086154,0.551885505815692
25PC0228_048,-0.302820070310186,-0.528605642916531,-0.754391215522875,-0.641498429219703,-1.43292523750393,-1.17612921650848,-0.919333195513035,-1.04773120601076,-0.175251433847065,0.190325607421813,0.555902648690692,0.373114128056253
25PC0248_025,1.17655397168788,-0.207837442627608,-1.5922288569431,-0.900033149785353,-0.319831504219726,-0.187157315991827,-0.0544831277639289,-0.120820221877878,-0.773624505796258,-0.322107273063732,0.129409959668793,-0.0963486566974696
25PC0268_005,1.39111860855736,1.13249970028158,0.873880792005807,1.00319024614369,-0.665749865991078,-0.69398869889946,-0.722227531807842,-0.708108115353651,1.33943159671552,0.660662395543232,-0.0181068056290541,0.321277794957089
25PC0269_006,0.456960693333042,-0.118202101534943,-0.693364896402927,-0.405783498968935,0.538200868545067,0.617228888182068,0.696256907819069,0.656742898000569,2.25016869069623,1.94641498785732,1.64266128501842,1.79453813643787
25PC0274_011,0.0929810891398533,-0.469363705143177,-1.03170849942621,-0.750536102284692,-0.812167305842758,-0.333366307071096,0.145434691700565,-0.0939658076852656,-0.519038516041973,-0.0467857172313413,0.42546708157929,0.189340682173974
25PCP005_041,1.60468124731247,0.896574248441105,0.18846724956974,0.542520749005423,-0.406450417580501,0.0937392967969992,0.593929011174499,0.343834153985749,-0.301874735144308,0.456010377110429,1.21389548936516,0.834952933237797
25PCP020_042,-0.49473779746699,-1.06258909400928,-1.63044039055157,-1.34651474228043,-0.0525821539915992,0.561163849574949,1.1749098531415,0.868036851358223,-1.16349892871415,-0.63582357949237,-0.108148230270592,-0.371985904881481
25PCP021_005,0.83643290034032,0.317276989408164,-0.201878921523993,0.0576990339420855,-0.290625096720428,0.428799783446496,1.14822466361342,0.788512223529958,2.76687695708452,3.07781181319596,3.3887466693074,3.23327924125168
25PCP022_044,0.315517407069989,-0.713916010336418,-1.74334942774283,-1.22863271903962,-0.895205356822919,-0.0634732949860774,0.768258766850764,0.352392735932344,-0.886467962985063,-0.684157364925599,-0.481846766866135,-0.583002065895867
25PCP045_017,1.39825352910743,0.598870933272917,-0.200511662561595,0.199179635355661,1.2400432254023,2.05305251367088,2.86606180193946,2.45955715780517,1.32569270003431,1.16462626308536,1.00355982613641,1.08409304461089
